,FileName,angry,sad,neutral,happy,EmoAct,EmoVal,SpkrID,Gender,Split_Set,dominant_emotion
4031,MSP-IMPROV-S06N-F03-P-MF01.wav,0.25,0.016667,0.716667,0.016667,0.25,0.4,3,Female,Development,neutral
4032,MSP-IMPROV-S06N-F03-P-MF02.wav,0.203333,0.016667,0.763333,0.016667,0.35,0.4,3,Female,Development,neutral
4033,MSP-IMPROV-S06N-F03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.39285725000000005,0.4285715,3,Female,Development,neutral
4034,MSP-IMPROV-S06N-F03-S-FM02.wav,0.016667,0.016667,0.95,0.016667,0.44999999999999996,0.55,3,Female,Development,neutral
4035,MSP-IMPROV-S06N-F03-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.35,0.5,3,Female,Development,neutral
4036,MSP-IMPROV-S06N-F03-T-FM01.wav,0.257527,0.137097,0.58871,0.016667,0.36764699999999995,0.38235300000000005,3,Female,Development,neutral
4037,MSP-IMPROV-S06N-F04-P-FM01.wav,0.016667,0.016667,0.39,0.576667,0.30000000000000004,0.7,4,Female,Test,happy
4038,MSP-IMPROV-S06N-F04-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.2,0.5,4,Female,Test,neutral
4039,MSP-IMPROV-S06N-F04-S-FM01.wav,0.016667,0.016667,0.763333,0.203333,0.15000000000000002,0.55,4,Female,Test,neutral
4041,MSP-IMPROV-S06N-F04-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,4,Female,Test,neutral
4042,MSP-IMPROV-S06N-F04-S-MF02.wav,0.016667,0.016667,0.716667,0.25,0.25,0.6,4,Female,Test,neutral
4043,MSP-IMPROV-S06N-F04-T-FM01.wav,0.016667,0.016667,0.80641,0.160256,0.25,0.55769225,4,Female,Test,neutral
4078,MSP-IMPROV-S06N-M03-P-FM01.wav,0.203333,0.203333,0.576667,0.016667,0.09999999999999998,0.4,3,Male,Development,neutral
4079,MSP-IMPROV-S06N-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.41666675,0.5,3,Male,Development,neutral
4080,MSP-IMPROV-S06N-M03-S-FM02.wav,0.016667,0.016667,0.95,0.016667,0.55,0.4,3,Male,Development,neutral
4081,MSP-IMPROV-S06N-M03-T-MF01.wav,0.016667,0.016667,0.95,0.016667,0.33999999999999997,0.49,3,Male,Development,neutral
4082,MSP-IMPROV-S06N-M04-P-MF01.wav,0.016667,0.816667,0.15,0.016667,0.21428575,0.25,4,Male,Test,sad
4083,MSP-IMPROV-S06N-M04-P-MF02.wav,0.016667,0.016667,0.95,0.016667,0.29166675,0.54166675,4,Male,Test,neutral
4084,MSP-IMPROV-S06N-M04-S-FM01.wav,0.016667,0.016667,0.39,0.576667,0.25,0.55,4,Male,Test,happy
4085,MSP-IMPROV-S06N-M04-S-MF01.wav,0.016667,0.016667,0.763333,0.203333,0.25,0.55,4,Male,Test,neutral
4086,MSP-IMPROV-S06N-M04-S-MF02.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,4,Male,Test,neutral
4087,MSP-IMPROV-S06N-M04-T-MF01.wav,0.09902,0.016667,0.812745,0.071569,0.33823525,0.5514705,4,Male,Test,neutral
4118,MSP-IMPROV-S06S-F03-P-FM01.wav,0.016667,0.763333,0.203333,0.016667,0.30000000000000004,0.15000000000000002,3,Female,Development,sad
4119,MSP-IMPROV-S06S-F03-P-MF01.wav,0.016667,0.016667,0.203333,0.763333,0.44999999999999996,0.6,3,Female,Development,happy
4120,MSP-IMPROV-S06S-F03-P-MF02.wav,0.016667,0.576667,0.39,0.016667,0.4,0.30000000000000004,3,Female,Development,sad
4121,MSP-IMPROV-S06S-F03-P-MF03.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.55,3,Female,Development,neutral
4122,MSP-IMPROV-S06S-F03-P-MF04.wav,0.016667,0.016667,0.203333,0.763333,0.25,0.55,3,Female,Development,happy
4123,MSP-IMPROV-S06S-F03-P-MF05.wav,0.016667,0.016667,0.016667,0.95,0.6,0.65,3,Female,Development,happy
4124,MSP-IMPROV-S06S-F03-S-FM02.wav,0.016667,0.283333,0.683333,0.016667,0.1785715,0.3214285,3,Female,Development,neutral
4125,MSP-IMPROV-S06S-F03-S-MF01.wav,0.016667,0.833333,0.016667,0.133333,0.36111099999999996,0.4444445,3,Female,Development,sad
4126,MSP-IMPROV-S06S-F03-S-MF02.wav,0.016667,0.39,0.576667,0.016667,0.35,0.5,3,Female,Development,neutral
4127,MSP-IMPROV-S06S-F03-S-MF03.wav,0.016667,0.576667,0.39,0.016667,0.25,0.25,3,Female,Development,sad
4128,MSP-IMPROV-S06S-F03-S-MF04.wav,0.016667,0.576667,0.39,0.016667,0.30000000000000004,0.35,3,Female,Development,sad
4129,MSP-IMPROV-S06S-F03-S-MF05.wav,0.016667,0.95,0.016667,0.016667,0.15000000000000002,0.2,3,Female,Development,sad
4130,MSP-IMPROV-S06S-F03-T-FM01.wav,0.088462,0.483333,0.411538,0.016667,0.35185175,0.33333325,3,Female,Development,sad
4131,MSP-IMPROV-S06S-F04-P-FM01.wav,0.016667,0.39,0.576667,0.016667,0.2,0.4,4,Female,Test,neutral
4132,MSP-IMPROV-S06S-F04-S-FM01.wav,0.016667,0.39,0.576667,0.016667,0.2,0.4,4,Female,Test,neutral
4133,MSP-IMPROV-S06S-F04-S-FM02.wav,0.016667,0.576667,0.39,0.016667,0.35,0.35,4,Female,Test,sad
4134,MSP-IMPROV-S06S-F04-S-MF01.wav,0.016667,0.95,0.016667,0.016667,0.35,0.44999999999999996,4,Female,Test,sad
4135,MSP-IMPROV-S06S-F04-S-MF02.wav,0.016667,0.576667,0.39,0.016667,0.2,0.25,4,Female,Test,sad
4136,MSP-IMPROV-S06S-F04-T-FM01.wav,0.016667,0.95,0.016667,0.016667,0.25,0.21153850000000002,4,Female,Test,sad
4170,MSP-IMPROV-S06S-M03-P-FM01.wav,0.016667,0.016667,0.39,0.576667,0.30000000000000004,0.6,3,Male,Development,happy
4172,MSP-IMPROV-S06S-M03-P-MF02.wav,0.016667,0.016667,0.25,0.716667,0.35,0.5,3,Male,Development,happy
4173,MSP-IMPROV-S06S-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.5,3,Male,Development,neutral
4174,MSP-IMPROV-S06S-M03-S-FM02.wav,0.203333,0.203333,0.576667,0.016667,0.08333325000000003,0.375,3,Male,Development,neutral
4175,MSP-IMPROV-S06S-M03-S-MF01.wav,0.016667,0.327778,0.638889,0.016667,0.04999999999999999,0.4,3,Male,Development,neutral
4177,MSP-IMPROV-S06S-M03-S-MF03.wav,0.016667,0.39,0.576667,0.016667,0.09999999999999998,0.35,3,Male,Development,neutral
4178,MSP-IMPROV-S06S-M03-S-MF04.wav,0.016667,0.203333,0.763333,0.016667,0.04999999999999999,0.4,3,Male,Development,neutral
4179,MSP-IMPROV-S06S-M03-S-MF05.wav,0.016667,0.016667,0.95,0.016667,0.16666674999999997,0.54166675,3,Male,Development,neutral
4180,MSP-IMPROV-S06S-M03-T-MF01.wav,0.047778,0.203333,0.732222,0.016667,0.2741935,0.40322575000000005,3,Male,Development,neutral
4181,MSP-IMPROV-S06S-M04-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.125,0.54166675,4,Male,Test,neutral
4182,MSP-IMPROV-S06S-M04-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.16666674999999997,0.54166675,4,Male,Test,neutral
4183,MSP-IMPROV-S06S-M04-P-MF01.wav,0.172222,0.016667,0.794444,0.016667,0.16666674999999997,0.45833325,4,Male,Test,neutral
4184,MSP-IMPROV-S06S-M04-S-FM01.wav,0.016667,0.95,0.016667,0.016667,0.29166675,0.125,4,Male,Test,sad
4185,MSP-IMPROV-S06S-M04-S-FM02.wav,0.016667,0.016667,0.763333,0.203333,0.25,0.6,4,Male,Test,neutral
4186,MSP-IMPROV-S06S-M04-S-FM03.wav,0.133333,0.016667,0.833333,0.016667,0.25,0.4375,4,Male,Test,neutral
4187,MSP-IMPROV-S06S-M04-S-FM04.wav,0.016667,0.016667,0.95,0.016667,0.2,0.55,4,Male,Test,neutral
4188,MSP-IMPROV-S06S-M04-S-FM05.wav,0.016667,0.016667,0.6,0.366667,0.25,0.625,4,Male,Test,neutral
4190,MSP-IMPROV-S06S-M04-S-MF02.wav,0.016667,0.576667,0.39,0.016667,0.25,0.30000000000000004,4,Male,Test,sad
4191,MSP-IMPROV-S06S-M04-T-MF01.wav,0.12037,0.535185,0.327778,0.016667,0.40178575000000005,0.35714274999999995,4,Male,Test,sad
4231,MSP-IMPROV-S07A-F03-P-FM01.wav,0.25,0.016667,0.25,0.483333,0.6,0.5,3,Female,Development,happy
4232,MSP-IMPROV-S07A-F03-P-FM02.wav,0.016667,0.716667,0.25,0.016667,0.4,0.35,3,Female,Development,sad
4233,MSP-IMPROV-S07A-F03-P-MF01.wav,0.016667,0.016667,0.39,0.576667,0.55,0.65,3,Female,Development,happy
4234,MSP-IMPROV-S07A-F03-P-MF02.wav,0.016667,0.327778,0.638889,0.016667,0.25,0.33333325,3,Female,Development,neutral
4235,MSP-IMPROV-S07A-F03-P-MF03.wav,0.016667,0.016667,0.95,0.016667,0.04999999999999999,0.5,3,Female,Development,neutral
4236,MSP-IMPROV-S07A-F03-P-MF04.wav,0.203333,0.016667,0.016667,0.763333,0.8999999999999999,0.8500000000000001,3,Female,Development,happy
4237,MSP-IMPROV-S07A-F03-P-MF05.wav,0.016667,0.016667,0.016667,0.95,0.6,0.8,3,Female,Development,happy
4238,MSP-IMPROV-S07A-F03-P-MF06.wav,0.203333,0.016667,0.576667,0.203333,0.5,0.44999999999999996,3,Female,Development,neutral
4240,MSP-IMPROV-S07A-F03-S-FM02.wav,0.576667,0.203333,0.203333,0.016667,0.35,0.30000000000000004,3,Female,Development,angry
4241,MSP-IMPROV-S07A-F03-S-MF01.wav,0.016667,0.016667,0.327778,0.638889,0.54166675,0.625,3,Female,Development,happy
4243,MSP-IMPROV-S07A-F03-S-MF03.wav,0.016667,0.203333,0.763333,0.016667,0.125,0.41666675,3,Female,Development,neutral
4244,MSP-IMPROV-S07A-F03-S-MF04.wav,0.016667,0.016667,0.203333,0.763333,0.5,0.75,3,Female,Development,happy
4245,MSP-IMPROV-S07A-F03-S-MF05.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.4,3,Female,Development,neutral
4246,MSP-IMPROV-S07A-F03-S-MF06.wav,0.25,0.016667,0.716667,0.016667,0.44999999999999996,0.30000000000000004,3,Female,Development,neutral
4247,MSP-IMPROV-S07A-F03-S-MF07.wav,0.016667,0.016667,0.95,0.016667,0.35,0.5,3,Female,Development,neutral
4248,MSP-IMPROV-S07A-F03-T-FM01.wav,0.747101,0.138406,0.097826,0.016667,0.52777775,0.25925925000000005,3,Female,Development,angry
4249,MSP-IMPROV-S07A-F04-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.75,4,Female,Test,happy
4250,MSP-IMPROV-S07A-F04-T-FM01.wav,0.104167,0.425,0.454167,0.016667,0.3560605,0.340909,4,Female,Test,neutral
4299,MSP-IMPROV-S07A-M03-P-FM01.wav,0.016667,0.716667,0.25,0.016667,0.25,0.4,3,Male,Development,sad
4300,MSP-IMPROV-S07A-M03-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,3,Male,Development,neutral
4301,MSP-IMPROV-S07A-M03-P-MF02.wav,0.016667,0.016667,0.39,0.576667,0.25,0.6,3,Male,Development,happy
4302,MSP-IMPROV-S07A-M03-P-MF03.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.7,3,Male,Development,happy
4303,MSP-IMPROV-S07A-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.2,0.5,3,Male,Development,neutral
4304,MSP-IMPROV-S07A-M03-S-FM02.wav,0.016667,0.25,0.716667,0.016667,0.35,0.4,3,Male,Development,neutral
4305,MSP-IMPROV-S07A-M03-S-FM03.wav,0.203333,0.016667,0.763333,0.016667,0.25,0.44999999999999996,3,Male,Development,neutral
4306,MSP-IMPROV-S07A-M03-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.5,3,Male,Development,neutral
4307,MSP-IMPROV-S07A-M03-S-MF02.wav,0.016667,0.016667,0.95,0.016667,0.33333325,0.5,3,Male,Development,neutral
4308,MSP-IMPROV-S07A-M03-S-MF03.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.5,3,Male,Development,neutral
4309,MSP-IMPROV-S07A-M03-S-MF04.wav,0.016667,0.016667,0.95,0.016667,0.25,0.5,3,Male,Development,neutral
4310,MSP-IMPROV-S07A-M03-S-MF05.wav,0.016667,0.203333,0.763333,0.016667,0.25,0.35,3,Male,Development,neutral
4311,MSP-IMPROV-S07A-M03-S-MF06.wav,0.016667,0.016667,0.95,0.016667,0.29166675,0.5,3,Male,Development,neutral
4312,MSP-IMPROV-S07A-M03-T-MF01.wav,0.113218,0.145402,0.692529,0.048851,0.362069,0.4827585,3,Male,Development,neutral
4313,MSP-IMPROV-S07A-M04-S-FM01.wav,0.016667,0.016667,0.716667,0.25,0.5,0.5,4,Male,Test,neutral
4314,MSP-IMPROV-S07A-M04-S-MF01.wav,0.95,0.016667,0.016667,0.016667,0.625,0.08333325000000003,4,Male,Test,angry
4315,MSP-IMPROV-S07A-M04-T-MF01.wav,0.745833,0.016667,0.191667,0.045833,0.5703125,0.2890625,4,Male,Test,angry
4362,MSP-IMPROV-S07H-F03-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.25,0.7916667500000001,3,Female,Development,happy
4363,MSP-IMPROV-S07H-F03-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.8500000000000001,3,Female,Development,happy
4364,MSP-IMPROV-S07H-F03-P-MF02.wav,0.39,0.016667,0.576667,0.016667,0.09999999999999998,0.4,3,Female,Development,neutral
4365,MSP-IMPROV-S07H-F03-P-MF03.wav,0.016667,0.016667,0.203333,0.763333,0.30000000000000004,0.75,3,Female,Development,happy
4366,MSP-IMPROV-S07H-F03-P-MF04.wav,0.016667,0.016667,0.016667,0.95,0.7,0.8999999999999999,3,Female,Development,happy
4367,MSP-IMPROV-S07H-F03-P-MF05.wav,0.016667,0.016667,0.25,0.716667,0.2,0.7,3,Female,Development,happy
4368,MSP-IMPROV-S07H-F03-P-MF06.wav,0.016667,0.016667,0.016667,0.95,0.5,0.7857142500000001,3,Female,Development,happy
4369,MSP-IMPROV-S07H-F03-P-MF07.wav,0.016667,0.016667,0.203333,0.763333,0.4,0.7,3,Female,Development,happy
4370,MSP-IMPROV-S07H-F03-P-MF08.wav,0.016667,0.016667,0.016667,0.95,0.6,0.8999999999999999,3,Female,Development,happy
4371,MSP-IMPROV-S07H-F03-P-MF09.wav,0.016667,0.016667,0.016667,0.95,0.4,0.8500000000000001,3,Female,Development,happy
4372,MSP-IMPROV-S07H-F03-P-MF10.wav,0.016667,0.016667,0.203333,0.763333,0.8,0.8999999999999999,3,Female,Development,happy
4373,MSP-IMPROV-S07H-F03-P-MF11.wav,0.016667,0.016667,0.016667,0.95,0.6,0.75,3,Female,Development,happy
4375,MSP-IMPROV-S07H-F03-S-FM02.wav,0.016667,0.016667,0.016667,0.95,0.65,0.95,3,Female,Development,happy
4376,MSP-IMPROV-S07H-F03-S-FM03.wav,0.016667,0.016667,0.016667,0.95,0.35,0.75,3,Female,Development,happy
4377,MSP-IMPROV-S07H-F03-S-FM04.wav,0.172222,0.016667,0.638889,0.172222,0.5,0.58333325,3,Female,Development,neutral
4378,MSP-IMPROV-S07H-F03-S-MF01.wav,0.016667,0.25,0.25,0.483333,0.375,0.54166675,3,Female,Development,happy
4379,MSP-IMPROV-S07H-F03-S-MF02.wav,0.016667,0.016667,0.15,0.816667,0.5714285,0.85714275,3,Female,Development,happy
4380,MSP-IMPROV-S07H-F03-S-MF03.wav,0.016667,0.016667,0.576667,0.39,0.44999999999999996,0.6,3,Female,Development,neutral
4381,MSP-IMPROV-S07H-F03-S-MF04.wav,0.016667,0.016667,0.016667,0.95,0.75,0.8500000000000001,3,Female,Development,happy
4382,MSP-IMPROV-S07H-F03-S-MF05.wav,0.016667,0.016667,0.95,0.016667,0.35,0.55,3,Female,Development,neutral
4383,MSP-IMPROV-S07H-F03-S-MF06.wav,0.016667,0.016667,0.016667,0.95,0.55,0.8500000000000001,3,Female,Development,happy
4384,MSP-IMPROV-S07H-F03-S-MF07.wav,0.016667,0.016667,0.95,0.016667,0.4,0.5,3,Female,Development,neutral
4385,MSP-IMPROV-S07H-F03-T-FM01.wav,0.055556,0.016667,0.172222,0.755556,0.54464275,0.71428575,3,Female,Development,happy
4386,MSP-IMPROV-S07H-F04-S-FM01.wav,0.016667,0.016667,0.016667,0.95,0.25,0.8,4,Female,Test,happy
4387,MSP-IMPROV-S07H-F04-S-FM02.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8,4,Female,Test,happy
4388,MSP-IMPROV-S07H-F04-S-MF01.wav,0.016667,0.016667,0.203333,0.763333,0.15000000000000002,0.65,4,Female,Test,happy
4389,MSP-IMPROV-S07H-F04-S-MF02.wav,0.016667,0.016667,0.39,0.576667,0.15000000000000002,0.65,4,Female,Test,happy
4390,MSP-IMPROV-S07H-F04-T-FM01.wav,0.016667,0.016667,0.044949,0.921717,0.55303025,0.8484847499999999,4,Female,Test,happy
4431,MSP-IMPROV-S07H-M03-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.20833325000000003,0.45833325,3,Male,Development,neutral
4432,MSP-IMPROV-S07H-M03-P-MF01.wav,0.016667,0.016667,0.638889,0.327778,0.20833325000000003,0.54166675,3,Male,Development,neutral
4433,MSP-IMPROV-S07H-M03-P-MF02.wav,0.016667,0.016667,0.39,0.576667,0.2,0.7,3,Male,Development,happy
4434,MSP-IMPROV-S07H-M03-P-MF03.wav,0.016667,0.016667,0.39,0.576667,0.35,0.55,3,Male,Development,happy
4435,MSP-IMPROV-S07H-M03-P-MF04.wav,0.016667,0.016667,0.172222,0.794444,0.33333325,0.75,3,Male,Development,happy
4436,MSP-IMPROV-S07H-M03-P-MF05.wav,0.016667,0.016667,0.203333,0.763333,0.2,0.7,3,Male,Development,happy
4437,MSP-IMPROV-S07H-M03-P-MF06.wav,0.016667,0.016667,0.016667,0.95,0.5,0.875,3,Male,Development,happy
4438,MSP-IMPROV-S07H-M03-P-MF07.wav,0.016667,0.016667,0.016667,0.95,0.55,0.8999999999999999,3,Male,Development,happy
4439,MSP-IMPROV-S07H-M03-P-MF08.wav,0.016667,0.016667,0.638889,0.327778,0.125,0.66666675,3,Male,Development,neutral
4440,MSP-IMPROV-S07H-M03-P-MF09.wav,0.016667,0.016667,0.203333,0.763333,0.25,0.65,3,Male,Development,happy
4441,MSP-IMPROV-S07H-M03-S-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.30000000000000004,0.7,3,Male,Development,happy
4442,MSP-IMPROV-S07H-M03-S-FM02.wav,0.016667,0.016667,0.55,0.416667,0.1785715,0.60714275,3,Male,Development,neutral
4443,MSP-IMPROV-S07H-M03-S-FM03.wav,0.016667,0.016667,0.016667,0.95,0.15000000000000002,0.8500000000000001,3,Male,Development,happy
4444,MSP-IMPROV-S07H-M03-S-MF01.wav,0.203333,0.016667,0.576667,0.203333,0.30000000000000004,0.55,3,Male,Development,neutral
4446,MSP-IMPROV-S07H-M03-S-MF03.wav,0.016667,0.016667,0.327778,0.638889,0.33333325,0.70833325,3,Male,Development,happy
4447,MSP-IMPROV-S07H-M03-S-MF04.wav,0.016667,0.016667,0.576667,0.39,0.6,0.65,3,Male,Development,neutral
4448,MSP-IMPROV-S07H-M03-S-MF05.wav,0.016667,0.172222,0.638889,0.172222,0.29166675,0.45833325,3,Male,Development,neutral
4449,MSP-IMPROV-S07H-M03-S-MF06.wav,0.016667,0.016667,0.95,0.016667,0.16666674999999997,0.58333325,3,Male,Development,neutral
4450,MSP-IMPROV-S07H-M03-S-MF07.wav,0.016667,0.016667,0.327778,0.638889,0.25,0.625,3,Male,Development,happy
4451,MSP-IMPROV-S07H-M03-S-MF08.wav,0.203333,0.016667,0.576667,0.203333,0.35,0.55,3,Male,Development,neutral
4452,MSP-IMPROV-S07H-M03-S-MF09.wav,0.016667,0.016667,0.576667,0.39,0.44999999999999996,0.5,3,Male,Development,neutral
4453,MSP-IMPROV-S07H-M03-S-MF10.wav,0.016667,0.016667,0.794444,0.172222,0.41666675,0.58333325,3,Male,Development,neutral
4454,MSP-IMPROV-S07H-M03-T-MF01.wav,0.016667,0.016667,0.466049,0.500617,0.27777775000000005,0.6574075,3,Male,Development,happy
4455,MSP-IMPROV-S07H-M04-S-FM01.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.6,4,Male,Test,happy
4456,MSP-IMPROV-S07H-M04-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.58333325,0.8333332499999999,4,Male,Test,happy
4457,MSP-IMPROV-S07H-M04-S-MF02.wav,0.016667,0.016667,0.016667,0.95,0.60714275,0.75,4,Male,Test,happy
4458,MSP-IMPROV-S07H-M04-T-MF01.wav,0.047778,0.016667,0.047778,0.887778,0.50833325,0.8333332499999999,4,Male,Test,happy
4492,MSP-IMPROV-S07N-F03-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.53571425,0.8214284999999999,3,Female,Development,happy
4493,MSP-IMPROV-S07N-F03-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.2,0.55,3,Female,Development,neutral
4494,MSP-IMPROV-S07N-F03-P-MF01.wav,0.016667,0.016667,0.133333,0.833333,0.53125,0.71875,3,Female,Development,happy
4495,MSP-IMPROV-S07N-F03-P-MF02.wav,0.016667,0.15,0.816667,0.016667,0.14285725,0.4285715,3,Female,Development,neutral
4496,MSP-IMPROV-S07N-F03-P-MF03.wav,0.016667,0.016667,0.576667,0.39,0.2,0.6,3,Female,Development,neutral
4497,MSP-IMPROV-S07N-F03-S-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.60714275,0.6785715,3,Female,Development,happy
4498,MSP-IMPROV-S07N-F03-S-FM02.wav,0.016667,0.327778,0.638889,0.016667,0.3125,0.375,3,Female,Development,neutral
4499,MSP-IMPROV-S07N-F03-S-FM03.wav,0.016667,0.016667,0.95,0.016667,0.28125,0.40625,3,Female,Development,neutral
4500,MSP-IMPROV-S07N-F03-S-MF01.wav,0.133333,0.25,0.6,0.016667,0.25,0.34375,3,Female,Development,neutral
4501,MSP-IMPROV-S07N-F03-S-MF02.wav,0.203333,0.203333,0.576667,0.016667,0.35,0.25,3,Female,Development,neutral
4502,MSP-IMPROV-S07N-F03-T-FM01.wav,0.061111,0.638889,0.194444,0.105556,0.47826075,0.34782599999999997,3,Female,Development,sad
4503,MSP-IMPROV-S07N-F04-P-FM01.wav,0.016667,0.016667,0.794444,0.172222,0.125,0.66666675,4,Female,Test,neutral
4504,MSP-IMPROV-S07N-F04-S-FM01.wav,0.016667,0.016667,0.763333,0.203333,0.25,0.7,4,Female,Test,neutral
4505,MSP-IMPROV-S07N-F04-S-FM02.wav,0.016667,0.016667,0.638889,0.327778,0.27777775000000005,0.611111,4,Female,Test,neutral
4506,MSP-IMPROV-S07N-F04-S-FM03.wav,0.016667,0.016667,0.763333,0.203333,0.4,0.75,4,Female,Test,neutral
4507,MSP-IMPROV-S07N-F04-S-MF01.wav,0.016667,0.172222,0.483333,0.327778,0.16666674999999997,0.66666675,4,Female,Test,neutral
4508,MSP-IMPROV-S07N-F04-T-FM01.wav,0.016667,0.063333,0.483333,0.436667,0.42500000000000004,0.575,4,Female,Test,neutral
4543,MSP-IMPROV-S07N-M03-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.35,0.5,3,Male,Development,neutral
4544,MSP-IMPROV-S07N-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.4,3,Male,Development,neutral
4545,MSP-IMPROV-S07N-M03-S-FM02.wav,0.016667,0.016667,0.95,0.016667,0.04999999999999999,0.5,3,Male,Development,neutral
4546,MSP-IMPROV-S07N-M03-S-FM03.wav,0.016667,0.016667,0.95,0.016667,0.35,0.44999999999999996,3,Male,Development,neutral
4547,MSP-IMPROV-S07N-M03-S-MF01.wav,0.016667,0.016667,0.39,0.576667,0.35,0.75,3,Male,Development,happy
4548,MSP-IMPROV-S07N-M03-S-MF02.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.5,3,Male,Development,neutral
4549,MSP-IMPROV-S07N-M03-S-MF03.wav,0.016667,0.203333,0.763333,0.016667,0.15000000000000002,0.55,3,Male,Development,neutral
4550,MSP-IMPROV-S07N-M03-T-MF01.wav,0.016667,0.076882,0.889785,0.016667,0.22580650000000002,0.516129,3,Male,Development,neutral
4551,MSP-IMPROV-S07N-M04-P-FM01.wav,0.016667,0.172222,0.794444,0.016667,0.25,0.54166675,4,Male,Test,neutral
4552,MSP-IMPROV-S07N-M04-P-MF01.wav,0.016667,0.638889,0.327778,0.016667,0.29166675,0.25,4,Male,Test,sad
4553,MSP-IMPROV-S07N-M04-S-FM01.wav,0.016667,0.016667,0.39,0.576667,0.5,0.65,4,Male,Test,happy
4554,MSP-IMPROV-S07N-M04-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.6,4,Male,Test,neutral
4555,MSP-IMPROV-S07N-M04-T-MF01.wav,0.154938,0.016667,0.673457,0.154938,0.4285715,0.53571425,4,Male,Test,neutral
4591,MSP-IMPROV-S07S-F03-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,3,Female,Development,neutral
4592,MSP-IMPROV-S07S-F03-P-FM02.wav,0.016667,0.016667,0.15,0.816667,0.3214285,0.6785715,3,Female,Development,happy
4593,MSP-IMPROV-S07S-F03-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.55,0.8999999999999999,3,Female,Development,happy
4594,MSP-IMPROV-S07S-F03-P-MF02.wav,0.016667,0.016667,0.203333,0.763333,0.35,0.55,3,Female,Development,happy
4595,MSP-IMPROV-S07S-F03-P-MF03.wav,0.016667,0.016667,0.95,0.016667,0.39285725000000005,0.5,3,Female,Development,neutral
4597,MSP-IMPROV-S07S-F03-P-MF05.wav,0.016667,0.016667,0.39,0.576667,0.5,0.65,3,Female,Development,happy
4598,MSP-IMPROV-S07S-F03-P-MF06.wav,0.016667,0.016667,0.016667,0.95,0.55,0.8,3,Female,Development,happy
4599,MSP-IMPROV-S07S-F03-P-MF07.wav,0.016667,0.016667,0.203333,0.763333,0.375,0.45833325,3,Female,Development,happy
4600,MSP-IMPROV-S07S-F03-P-MF08.wav,0.016667,0.016667,0.016667,0.95,0.65,0.30000000000000004,3,Female,Development,happy
4601,MSP-IMPROV-S07S-F03-P-MF09.wav,0.016667,0.016667,0.576667,0.39,0.25,0.7,3,Female,Development,neutral
4602,MSP-IMPROV-S07S-F03-S-FM01.wav,0.15,0.683333,0.15,0.016667,0.28571424999999995,0.21428575,3,Female,Development,sad
4603,MSP-IMPROV-S07S-F03-S-FM02.wav,0.016667,0.95,0.016667,0.016667,0.30000000000000004,0.35,3,Female,Development,sad
4604,MSP-IMPROV-S07S-F03-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.35,0.8,3,Female,Development,happy
4605,MSP-IMPROV-S07S-F03-S-MF02.wav,0.203333,0.016667,0.576667,0.203333,0.33333325,0.5,3,Female,Development,neutral
4607,MSP-IMPROV-S07S-F03-T-FM01.wav,0.016667,0.734615,0.196154,0.052564,0.37962975,0.27777775000000005,3,Female,Development,sad
4608,MSP-IMPROV-S07S-F04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.375,0.9583332499999999,4,Female,Test,happy
